???
A
A
A
Q
9
J
Q
J
K
A
10
Q
10
A
10
Q
A
7
K
K
8
K
K
J
Q
8
Q
Q
A
K
A
9
J
J
K
K
Q
10
K
K
A
8
9
J
10
K
A
9
J
10
10
Q
A
A
10
7
8
Q
A
K
9
J
K
10
7
Q
8
J
9
7
Q
K
10
K
10
A
Q
K
A
7
Q
9
A
9
J
9
A
8
K
9
A
Q
9
7
Q
10
9
J
9
A
Q
Q
9
K
10
7
9
10
9
8
8
9
10
9
J
Q
10
Q
10
A
Q
A
A
Q
J
Q
9
9
Q
8
Q
8
10
J
9
A
7
J
A
8
9
7
A
A
9
8
8
A
Q
K
7
K
10
K
A
9
7
K
J
A
J
J
8
7
A
8
Q
A
7
Q
J
8
9
7
7
K
Q
Q
9
9
J
7
10
A
9
9
10
Q
A
Q
J
7
A
7
7
J
7
10
10
7
J
J
Q
10
K
9
Q
Q
9
9
Q
9
J
7
9
Q
Q
Q
8
10
Q
K
9
7
7
J
Q
10
10
10
10
Q
K
9
7
J
Q
9
8
9
Q
K
9
10
8
8
9
10
J
9
A
A
K
K
A
10
J
Q
A
K
Q
Q
10
10
K
10
J
A
Q
K
Q
8
9
7
10
8
7
J
9
K
8
K
10
A
7
Q
10
J
7
8
9
7
J
9
8
Q
10
Q
9
10
A
J
9
7
8
7
Q
10
Q
J
K
8
8
8
9
10
7
9
7
10
Q
10
J
J
9
A
7
8
8
Q
10
10
K
K
K
K
7
A
A
A
8
Q
Q
10
10
8
A
K
J
9
8
Q
A
8
Q
10
9
9
A
7
J
10
7
J
A
K
K
10
A
A
9
10
10
A
A
Q
10
8
9
10
10
8
Q
Q
A
A
J
A
Q
10
7
8
Q
A
7
7
8
J
K
9
8
7
K
K
A
J
Q
A
K
8
9
8
7
K
J
Q
Q
K
7
K
Q
Q
K
Q
10
Q
8
9
J
8
8
K
9
9
J
Q
K
9
J
A
J
A
J
10
A
Q
10
8
8
7
K
10
Q
8
10
A
10
7
8
10
J
8
9
9
7
7
7
K
8
9
8
K
7
J
9
7
7
10
8
8
A
A
8
K
7
10
9
9
Q
J
J
J
8
9
9
K
9
K
9
J
7
K
8
8
K
J
Q
K
9
9
Q
K
9
Q
K
Q
K
10
Q
J
Q
9
7
9
8
A
10
7
Q
9
K
K
7
Q
Q
9
10
7
K
J
A
A
8
8
9
Q
K
Q
9
K
A
7
Q
7
9
Q
A
7
7
A
A
K
J
7
7
Q
Q
J
9
Q
7
K
J
7
9
10
10
A
Q
10
A
A
J
Q
9
A
8
9
10
A
10
K
J
10
Q
9
7
J
7
10
9
8
Q
10
10
Q
Q
8
10
10
A
J
J
A
10
9
9
A
9
7
8
A
8
J
J
7
J
9
Q
10
10
J
7
K
J
10
Q
9
9
9
9
10
Q
J
8
10
10
8
K
K
A
8
8
8
8
K
10
Q
9
8
9
7
7
A
8
Q
8
10
A
K
A
A
J
8
Q
K
A
K
Q
9
9
10
10
K
10
7
8
10
J
8
9
A
J
K
J
A
7
10
A
10
9
A
8
J
7
Q
10
A
9
A
Q
A
A
9
9
7
8
Q
A
9
Q
Q
8
J
A
7
J
7
10
A
Q
A
J
7
7
10
J
Q
9
9
J
10
A
8
9
10
Q
Q
A
Q
K
Q
K
Q
9
8
K
Q
K
8
10
J
Q
A
7
A
10
J
A
8
J
10
8
7
8
8
9
Q
J
K
7
J
Q
8
8
Q
K
A
Q
9
J
10
9
Q
J
J
10
9
J
7
A
9
9
K
10
J
J
8
9
9
10
7
9
9
K
10
8
Q
A
K
9
10
7
J
9
J
9
Q
A
Q
J
Q
A
J
Q
A
9
K
8
K
A
9
10
K
7
10
K
9
10
10
10
10
7
9
8
7
J
A
J
A
A
K
10
9
10
8
J
A
10
A
10
10
Q
K
9
K
Q
9
9
7
K
9
K
10
A
10
8
A
K
K
10
Q
10
8
Q
J
8
9
9
9
Q
8
8
9
Q
10
J
8
J
9
8
K
K
A
10
9
7
A
Q
J
7
10
10
K
K
A
Q
K
Q
A
7
8
8
K
8
Q
K
9
8
J
Q
J
A
10
Q
A
J
Q
7
Q
10
A
A
J
7
10
A
J
9
9
A
9
10
7
7
A
10
A
7
7
7
10
10
10
7
7
10
7
10
A
A
10
Q
A
J
8
9
A
Q
8
8
K
Q
7
K
K
A
A
9
Q
J
Q
Q
9
10
8
10
8
K
A
A
J
Q
7
J
7
Q
9
K
8
9
Q
7
J
Q
10
A
9
9
10
10
J
Q
9
K
Q
9
10
7
10
10
J
7
Q
10
7
A
A
K
J
10
10
A
J
J
9
8
8
9
9
J
10
7
J
K
J
8
10
Q
K
10
K
K
A
J
9
A
Q
J
J
8
9
J
K
7
9
K
9
7
9
A
8
7
J
A
9
8
9
A
J
Q
8
9
8
9
A
7
Q
9
Q
9
A
A
8
J
A
7
K
9
J
9
9
8
K
A
A
J
K
Q
J
8
J
J
Q
K
J
A
8
10
9
10
A
9
Q
10
A
7
8
A
J
A
10
8
10
8
J
10
9
Q
8
J
K
9
K
K
10
A
A
K
10
10
J
7
9
8
9
Q
7
8
7
7
9
8
8
K
Q
8
A
A
7
8
K
J
8
8
A
8
8
A
J
10
Q
J
J
7
Q
K
9
9
8
10
Q
9
Q
K
K
9
A
9
Q
7
10
9
8
7
J
7
J
10
A
9
J
K
7
A
7
8
10
Q
Q
A
Q
8
9
J
J
K
10
8
J
10
7
7
Q
7
7
9
8
Q
A
9
9
10
9
Q
A
J
A
7
9
A
A
10
7
7
10
9
K
9
8
J
7
Q
10
7
7
7
10
7
A
8
K
9
A
8
10
J
J
10
10
J
10
J
10
A
7
Q
7
7
9
9
Q
J
7
7
8
A
J
7
A
10
10
J
Q
8
10
J
A
K
8
10
8
J
7
K
K
Q
A
J
7
Q
8
J
A
9
8
K
9
10
10
Q
7
7
7
A
8
9
K
J
A
K
10
7
10
Q
Q
K
K
9
7
7
9
9
A
A
9
10
K
A
A
7
K
8
A
10
10
A
7
8
7
7
K
10
10
10
9
9
J
A
Q
A
J
A
7
8
8
A
J
9
7
Q
K
J
7
J
9
8
9
K
7
J
7
Q
J
9
J
Q
7
J
A
7
J
8
7
A
J
Q
8
K
7
K
A
9
Q
A
7
A
J
J
J
10
A
7
K
K
K
Q
7
10
8
8
8
A
9
K
Q
J
K
K
K
8
7
K
8
8
8
10
Q
A
8
10
J
A
K
K
A
A
Q
A
7
9
K
8
J
9
9
J
8
A
J
A
A
A
Q
9
K
10
Q
A
K
7
K
Q
Q
8
A
K
10
J
Q
10
9
Q
9
8
Q
J
K
9
10
K
9
K
A
K
A
K
J
Q
J
9
9
7
J
7
J
J
10
A
Q
8
K
7
J
K
8
Q
Q
7
K
J
J
10
7
8
A
J
Q
9
J
7
9
A
Q
10
7
8
J
K
7
9
8
7
A
A
A
8
8
K
8
7
9
A
9
J
Q
10
9
A
9
10
J
8
Q
K
J
10
7
A
9
8
K
10
7
Q
8
7
9
8
Q
J
Q
8
7
9
8
10
Q
8
9
10
Q
7
10
Q
A
J
A
Q
Q
10
J
10
J
7
7
A
J
7
Q
9
K
10
K
K
8
7
K
10
K
Q
10
A
A
K
7
8
A
8
7
Q
9
8
K
Q
J
J
7
J
J
9
8
Q
K
8
Q
A
8
9
7
A
J
7
8
9
Q
J
A
7
10
9
J
J
K
Q
10
8
8
A
Q
8
Q
7
9
7
9
8
K
A
10
10
10
A
J
9
8
7
K
A
J
A
9
J
9
A
9
K
10
A
9
J
9
8
A
7
8
A
A
7
K
K
9
A
Q
8
9
A
10
A
10
A
Q
A
J
10
7
Q
10
A
8
10
K
J
7
10
9
A
7
K
7
A
10
8
7
9
7
Q
9
A
A
10
7
Q
A
8
7
K
8
9
9
J
J
9
Q
K
Q
Q
J
8
7
9
9
8
K
K
K
7
J
Q
A
K
8
J
Q
A
10
10
Q
9
7
10
7
J
7
Q
9
J
8
K
9
10
J
7
Q
K
J
8
Q
8
J
10
A
A
Q
9
A
Q
10
J
J
J
10
K
7
J
J
7
A
9
Q
10
J
7
Q
A
9
Q
K
K
7
K
8
A
8
10
J
8
9
8
10
9
9
J
8
7
Q
7
7
J
J
8
10
9
Q
J
Q
Q
K
8
A
7
A
K
7
9
K
10
8
J
8
9
K
K
7
A
K
9
9
8
Q
9
Q
7
7
Q
K
8
J
8
Q
8
J
A
A
K
10
9
8
8
A
J
A
A
9
8
7
10
10
10
8
9
Q
K
A
Q
9
A
7
K
A
8
8
A
Q
8
A
A
Q
A
A
A
Q
J
J
9
10
Q
8
8
A
9
J
9
J
8
Q
7
Q
10
J
10
7
10
Q
K
A
K
Q
7
A
K
8
K
8
9
K
7
Q
7
A
10
7
J
A
7
K
8
K
10
A
Q
A
7
A
J
9
10
10
Q
K
Q
10
A
9
A
9
9
10
Q
J
K
K
8
8
J
A
10
9
K
7
K
8
10
7
Q
A
8
K
K
K
10
A
Q
K
10
A
A
9
J
A
7
7
A
J
7
J
9
J
8
J
K
7
7
J
7
Q
9
J
7
J
Q
A
7
A
J
Q
Q
J
A
K
J
Q
7
9
K
8
Q
8
J
Q
7
J
K
8
8
A
7
Q
J
Q
Q
7
J
A
A
J
A
J
7
J
J
7
10
J
8
K
9
9
K
K
J
9
10
10
K
A
Q
8
J
8
Q
Q
7
J
A
9
10
9
K
Q
8
A
A
A
K
J
8
K
9
7
7
9
10
Q
A
K
8
J
A
8
K
10
7
K
K
Q
10
10
9
Q
K
A
Q
10
9
8
9
8
10
9
9
7
A
7
8
Q
J
9
10
7
9
10
8
9
10
8
J
10
8
K
Q
J
K
K
J
10
9
10
K
Q
8
K
10
A
J
J
10
K
J
8
A
K
10
J
7
10
9
A
K
10
8
Q
8
K
Q
A
K
9
8
10
9
Q
K
8
8
K
7
Q
10
7
7
Q
8
7
K
8
J
8
10
10
10
8
8
7
9
7
10
9
Q
8
8
J
8
A
J
7
8
9
A
8
10
7
J
7
A
10
Q
A
9
10
8
Q
7
K
8
10
A
9
K
7
7
9
10
9
7
10
10
9
A
8
A
K
K
8
Q
9
9
9
9
7
K
8
J
10
K
10
J
A
9
K
8
9
Q
8
Q
7
10
K
7
8
J
A
8
K
8
10
7
8
10
A
9
K
J
J
8
K
7
7
Q
Q
7
K
K
7
8
A
J
K
8
Q
10
8
Q
8
7
Q
9
8
K
J
K
J
8
9
8
A
A
9
9
9
K
A
9
10
9
J
7
7
Q
A
7
A
A
8
Q
8
10
A
7
A
J
A
7
K
9
K
8
9
8
A
A
K
A
Q
Q
7
K
J
J
8
A
K
8
Q
10
Q
8
8
7
7
A
J
Q
Q
Q
Q
Q
J
8
J
Q
A
7
9
K
J
10
7
10
Q
J
Q
Q
7
7
7
Q
8
9
10
K
J
9
K
10
7
10
10
7
9
10
Q
7
Q
7
7
K
A
9
8
K
10
8
J
A
7
A
K
A
7
8
K
9
K
J
Q
A
9
Q
8
9
A
8
7
9
8
8
9
J
8
Q
7
9
J
8
Q
7
7
7
K
Q
Q
A
9
10
A
K
A
J
A
9
K
J
A
A
A
7
7
J
7
9
8
8
7
A
10
A
9
7
Q
Q
Q
9
8
Q
7
J
K
J
Q
J
10
J
8
10
J
10
9
K
8
K
9
A
10
10
9
A
A
Q
8
7
J
Q
9
K
K
A
K
8
7
9
A
J
Q
J
7
9
7
K
9
Q
K
7
7
9
10
A
J
K
9
Q
A
J
A
J
9
8
7
7
A
10
10
9
9
A
8
9
10
J
J
Q
10
Q
9
10
A
8
J
A
J
J
10
10
9
Q
8
7
8
Q
10
8
8
8
K
A
10
J
9
9
J
K
A
10
10
8
9
9
9
Q
J
K
7
J
K
K
9
7
K
10
K
J
A
J
10
A
7
J
10
10
A
8
A
K
9
10
J
9
A
K
9
10
9
Q
7
9
J
J
10
Q
9
8
A
Q
8
A
7
Q
7
8
7
J
8
10
Q
7
J
J
8
9
Q
10
7
9
K
K
Q
10
K
J
9
Q
A
10
8
8
A
7
10
8
10
J
8
9
Q
9
8
A
9
7
Q
9
10
J
K
A
9
A
7
Q
J
10
10
8
Q
K
7
10
A
Q
9
10
J
A
Q
A
A
7
Q
K
10
J
K
7
8
10
J
10
9
9
Q
8
K
K
J
A
9
7
10
8
J
J
J
9
9
7
10
J
Q
Q
10
J
10
7
Q
10
J
9
7
7
7
Q
A
9
8
8
8
9
K
K
9
K
J
8
K
Q
K
8
9
7
10
K
9
8
10
8
9
J
J
A
8
A
A
8
7
10
Q
9
A
Q
K
9
J
7
K
10
Q
7
A
8
8
10
J
J
J
10
9
J
7
Q
10
7
9
9
Q
8
9
A
Q
7
10
7
A
J
A
A
Q
A
K
8
K
A
9
7
9
10
A
7
10
A
7
J
J
Q
7
9
K
Q
9
J
J
K
7
J
A
A
8
10
A
8
J
9
8
J
9
7
A
Q
A
K
A
8
10
Q
J
K
K
10
J
A
A
K
J
8
Q
7
Q
8
J
7
10
10
9
Q
A
Q
Q
8
10
8
J
A
7
9
J
A
8
7
10
8
Q
K
Q
Q
8
A
A
10
K
10
7
Q
J
8
7
7
Q
8
10
8
A
K
7
8
8
10
Q
J
9
8
9
Q
9
Q
10
8
Q
7
J
K
9
10
7
A
A
7
A
10
K
10
10
J
8
Q
Q
9
9
9
K
8
8
9
9
J
A
7
Q
A
7
Q
9
Q
Q
J
8
A
7
7
A
J
8
A
7
J
Q
A
9
9
J
A
K
8
8
A
10
A
Q
J
8
8
A
10
K
A
9
Q
8
A
8
K
9
J
7
J
10
9
10
J
8
Q
9
Q
8
8
Q
9
8
10
9
A
A
9
9
A
10
Q
8
A
Q
9
10
7
7
9
A
7
10
10
8
8
9
9
A
10
7
K
Q
7
8
7
7
A
10
10
9
Q
10
7
Q
K
J
9
J
J
K
K
J
9
A
7
Q
K
8
K
A
10
8
8
8
K
8
Q
10
J
K
Q
Q
K
A
K
Q
7
10
K
7
10
K
9
K
Q
9
7
8
9
A
Q
9
K
7
9
9
K
7
K
10
J
Q
J
A
A
J
A
K
K
8
7
K
J
8
10
7
10
8
9
9
9
Q
7
J
7
K
7
9
J
10
8
7
10
K
7
J
K
8
10
J
A
10
Q
J
9
10
10
9
K
K
7
K
10
K
10
10
K
Q
A
K
7
Q
9
A
K
10
7
Q
8
8
10
8
A
Q
Q
Q
10
Q
Q
10
8
Q
K
10
K
K
8
Q
Q
9
10
8
10
Q
J
A
Q
9
9
K
J
10
Q
Q
7
8
8
Q
8
7
7
A
A
A
A
K
9
K
J
J
8
K
K
9
K
A
7
K
7
A
8
9
10
7
A
K
9
10
8
9
7
Q
J
Q
8
10
A
8
J
9
9
Q
K
7
J
10
9
K
7
Q
8
8
10
A
8
9
K
10
8
10
9
9
7
9
8
J
8
10
J
J
Q
A
10
K
8
J
8
K
8
A
K
8
A
10
9
8
8
Q
Q
K
J
8
7
7
A
J
Q
9
J
K
10
K
J
7
K
A
K
10
7
A
Q
7
9
K
J
J
K
K
10
J
9
7
Q
8
9
10
8
8
10
Q
A
K
10
7
7
K
9
8
J
8
8
10
10
K
8
A
A
J
Q
Q
10
Q
9
J
8
J
K
8
J
10
A
Q
9
9
A
A
K
A
9
9
9
9
Q
K
9
10
J
9
Q
A
Q
Q
9
K
A
Q
9
8
Q
Q
10
J
7
K
Q
J
7
K
9
8
J
8
7
A
10
A
A
9
K
9
7
8
J
10
10
10
K
K
8
10
9
7
10
7
9
10
7
A
Q
9
J
9
9
7
K
9
K
K
Q
Q
A
A
Q
8
J
J
7
9
10
K
7
9
9
Q
Q
K
8
9
10
Q
8
9
A
7
8
J
J
7
10
J
10
K
Q
10
J
A
J
9
9
J
Q
K
J
8
Q
9
7
8
K
J
K
J
Q
K
J
7
7
K
K
K
J
8
J
7
J
8
A
7
9
A
8
9
8
K
10
Q
8
8
J
A
A
A
7
J
8
A
A
7
J
J
10
7
10
K
A
7
A
7
7
J
J
A
8
10
7
A
A
8
9
A
8
K
K
A
Q
9
10
8
Q
7
Q
K
7
K
J
K
A
K
10
7
A
J
9
J
Q
A
7
7
Q
9
10
10
8
K
7
9
Q
9
J
K
9
Q
9
9
7
Q
9
A
Q
7
J
7
Q
7
J
8
9
Q
J
Q
A
7
Q
Q
8
9
7
K
10
Q
7
J
Q
8
A
8
9
8
7
9
Q
7
Q
9
J
9
7
A
A
10
A
J
J
K
7
Q
K
Q
7
9
K
10
K
10
8
10
J
J
A
10
Q
A
10
J
9
9
Q
8
A
9
9
10
10
K
9
K
8
10
10
10
10
A
9
K
J
K
8
J
A
J
8
K
9
7
Q
J
9
7
J
9
A
10
7
8
Q
8
J
7
K
7
8
K
8
K
9
7
8
J
9
9
Q
8
9
10
K
7
J
8
10
10
Q
J
9
7
Q
A
10
Q
10
J
7
8
K
8
8
10
Q
A
J
J
Q
9
Q
J
A
10
Q
Q
Q
J
K
J
9
7
9
8
9
7
10
K
7
Q
J
Q
7
K
K
J
8
7
7
A
9
J
J
8
J
9
K
9
K
J
J
9
A
Q
J
9
J
K
10
10
A
J
Q
7
Q
7
A
9
Q
9
10
A
9
7
A
7
K
10
9
A
8
10
7
8
10
A
7
Q
A
8
7
8
A
Q
J
7
Q
A
J
10
7
7
7
Q
Q
K
8
10
K
10
A
K
Q
Q
9
Q
8
9
9
8
7
7
K
9
10
10
10
Q
8
A
A
10
10
8
7
8
8
A
A
8
K
J
7
9
K
7
8
A
8
Q
7
9
Q
9
8
8
9
9
Q
7
9
A
10
Q
J
A
K
9
A
J
9
K
8
8
7
9
9
7
9
9
10
K
7
A
7
8
A
10
A
10
A
Q
10
K
Q
7
8
8
7
J
10
A
Q
A
9
9
7
8
8
10
9
9
10
J
10
7
K
8
10
K
A
8
K
Q
7
K
9
7
8
K
A
8
8
10
Q
7
10
10
J
Q
Q
K
9
9
K
K
Q
7
K
A
Q
9
Q
10
8
10
J
10
Q
Q
J
9
J
9
10
Q
Q
8
7
A
A
10
J
A
Q
8
8
8
8
A
Q
9
8
Q
9
10
7
K
9
10
K
K
8
9
9
9
10
9
10
10
A
J
8
K
J
A
J
10
9
9
K
Q
A
K
K
8
8
8
8
8
K
10
J
8
A
9
K
Q
Q
K
J
A
8
7
K
9
K
8
10
J
A
7
Q
K
9
J
A
K
9
J
K
8
9
Q
8
Q
7
9
10
9
7
K
J
Q
9
Q
7
8
8
A
J
7
7
K
8
K
8
7
10
8
7
7
9
J
A
J
9
9
10
8
7
10
7
7
10
9
8
K
10
A
7
A
J
Q
A
8
J
10
K
7
8
9
8
9
A
Q
8
A
K
10
7
10
10
8
8
J
J
K
9
Q
9
K
9
8
K
7
Q
K
J
8
7
A
A
A
7
8
9
8
J
K
8
9
A
J
8
10
Q
8
K
K
9
A
7
9
7
10
J
9
J
Q
10
A
10
9
7
A
7
10
7
9
Q
9
K
J
Q
7
8
J
10
10
K
K
K
J
K
7
8
Q
8
9
J
10
8
7
10
J
A
7
K
K
7
A
J
7
Q
7
7
A
9
K
A
7
A
7
A
Q
K
K
J
J
9
A
10
A
10
K
10
7
A
Q
9
Q
K
A
K
8
Q
8
8
Q
8
10
7
8
Q
10
K
9
Q
9
A
8
7
J
10
8
K
A
8
8
7
K
A
9
Q
9
K
9
7
K
Q
8
10
A
Q
K
10
10
7
K
9
7
Q
Q
Q
10
Q
10
9
7
A
7
Q
9
7
9
7
7
J
J
7
Q
8
10
7
K
8
A
K
J
8
8
K
J
8
8
7
10
7
9
8
Q
10
J
J
10
J
J
10
A
J
8
K
8
7
8
A
J
10
J
Q
K
7
7
J
Q
7
8
Q
7
8
K
9
8
9
8
A
J
K
A
7
7
10
A
Q
8
10
7
Q
K
Q
J
7
Q
Q
8
8
K
10
8
Q
Q
9
A
Q
10
K
Q
Q
K
8
10
A
8
Q
J
10
7
10
J
9
7
10
10
9
10
8
8
7
10
8
10
Q
Q
Q
J
7
A
Q
A
7
A
9
Q
9
8
8
10
A
10
K
K
K
K
8
8
7
9
Q
10
9
10
Q
A
J
Q
J
9
K
7
8
Q
9
Q
J
7
Q
9
J
A
Q
8
10
J
K
10
10
A
J
8
A
A
A
8
8
9
Q
9
J
J
Q
10
K
10
Q
7
7
K
J
K
A
7
10
8
K
J
10
9
K
A
J
A
8
10
A
7
9
9
9
7
8
7
10
Q
9
8
A
K
10
9
A
9
7
7
K
A
A
K
Q
10
A
7
7
10
10
K
A
7
A
8
7
10
8
A
7
9
10
8
10
7
8
9
7
9
J
A
K
J
K
K
J
10
9
8
Q
Q
7
9
7
K
10
K
9
8
8
8
A
9
Q
7
K
10
9
A
Q
7
J
9
10
A
7
10
8
10
J
J
10
J
8
8
J
7
9
A
Q
8
K
A
Q
8
8
Q
K
9
9
10
8
A
8
8
K
J
8
J
J
10
K
Q
Q
Q
A
A
J
10
9
J
K
A
A
A
A
9
K
K
7
Q
7
K
10
A
9
7
Q
10
8
9
J
8
Q
J
J
8
K
7
9
9
8
8
8
9
K
K
8
9
Q
8
A
Q
7
Q
A
10
7
8
Q
9
J
7
10
J
7
8
7
A
J
7
8
K
9
K
8
10
J
9
K
10
Q
8
7
K
J
8
A
7
9
A
Q
7
K
A
8
10
9
A
9
10
7
A
9
K
A
8
J
10
10
Q
10
10
9
10
J
10
K
7
8
K
10
J
Q
9
Q
Q
9
10
J
J
J
10
J
8
8
J
A
Q
8
J
Q
10
9
J
10
J
7
7
10
J
K
8
8
Q
7
K
10
J
7
A
K
K
9
7
K
J
9
J
9
A
K
A
A
J
J
A
9
8
10
10
A
7
7
K
A
7
J
A
K
Q
K
J
7
10
10
7
10
K
A
A
8
8
J
9
7
A
K
A
9
K
Q
9
A
7
K
10
7
Q
K
7
Q
10
Q
J
A
A
7
8
J
8
10
7
9
7
10
J
A
9
A
K
8
7
10
8
8
K
8
K
7
8
Q
8
J
10
K
A
K
J
Q
7
A
Q
9
7
10
Q
A
J
10
K
10
9
J
K
9
10
10
A
Q
7
K
Q
A
A
A
J
9
9
J
K
10
A
10
7
Q
A
Q
10
K
8
Q
A
7
9
7
10
K
A
J
9
K
10
A
8
A
9
A
10
J
K
8
7
8
K
9
8
K
Q
8
A
Q
9
7
A
7
8
9
Q
10
7
J
9
J
A
7
Q
8
8
K
7
9
J
A
A
7
J
10
K
A
8
10
9
8
9
Q
Q
7
8
A
8
J
K
A
8
7
7
K
J
9
7
J
9
K
7
Q
9
K
9
8
K
7
10
7
7
Q
J
10
A
K
A
8
A
9
7
K
J
Q
Q
K
10
9
7
8
9
J
9
7
7
K
8
J
10
A
7
J
K
A
7
K
8
8
J
J
8
10
J
J
9
J
J
9
J
8
9
A
7
10
8
K
10
9
A
10
8
K
J
Q
J
A
A
10
K
9
J
7
7
A
10
Q
9
A
A
7
J
J
J
7
7
A
7
8
7
9
Q
9
7
10
Q
7
J
A
K
Q
10
K
A
7
K
9
7
Q
7
K
10
K
K
10
7
8
7
7
Q
8
7
Q
Q
Q
9
A
9
8
9
A
Q
8
Q
9
9
Q
7
A
8
7
7
8
9
9
9
Q
10
9
Q
7
10
Q
K
7
J
K
8
A
9
J
9
8
10
A
7
K
K
Q
10
7
8
7
A
Q
10
9
8
8
A
9
8
K
9
A
10
Q
7
10
8
Q
8
Q
J
7
8
J
K
J
8
9
J
8
A
J
A
9
7
8
10
K
7
9
A
J
9
Q
Q
8
Q
10
A
10
Q
A
Q
8
Q
7
9
10
A
K
9
J
A
K
J
K
10
K
A
Q
7
Q
J
J
7
9
K
10
Q
8
10
7
K
8
Q
8
7
9
A
10
A
7
Q
9
7
7
7
8
Q
8
Q
A
8
K
A
10
9
K
Q
8
10
7
7
Q
K
K
Q
10
7
J
7
8
7
J
8
10
A
10
K
9
7
9
10
8
K
A
A
8
K
J
10
10
J
7
A
7
Q
Q
K
8
10
A
9
J
Q
Q
8
9
A
7
J
K
9
Q
J
A
7
7
Q
J
Q
Q
8
J
K
9
8
7
Q
10
A
Q
10
8
A
Q
J
9
A
8
K
8
7
10
9
J
J
10
Q
10
Q
7
A
K
Q
A
9
A
J
A
K
10
K
Q
J
K
7
10
7
Q
J
K
10
K
J
8
7
10
A
8
J
A
A
K
K
8
9
A
A
10
K
Q
K
K
7
10
8
9
A
K
10
9
10
J
J
Q
K
A
K
9
J
A
9
Q
7
8
9
10
8
7
K
A
10
K
7
J
9
7
8
10
K
7
J
Q
7
K
10
A
10
9
10
8
8
7
9
K
Q
Q
8
9
8
10
Q
7
7
10
A
K
9
K
8
J
A
K
9
7
J
A
7
A
8
K
Q
A
J
8
K
10
K
A
J
7
9
J
Q
9
K
J
J
7
Q
A
7
K
10
J
10
A
8
7
J
10
9
J
J
10
J
K
10
J
J
10
8
J
9
A
K
10
9
10
A
Q
A
Q
A
8
K
J
10
7
K
K
10
A
Q
9
K
7
9
A
Q
8
K
K
Q
10
Q
J
K
K
8
J
7
7
K
7
Q
J
A
7
10
Q
A
9
K
10
9
K
8
7
Q
7
10
J
A
8
J
8
K
K
10
8
8
K
8
K
8
8
J
10
8
Q
A
9
Q
J
Q
Q
A
9
J
8
K
8
A
J
K
10
A
7
8
A
J
A
10
8
7
K
A
10
Q
A
10
9
9
A
K
Q
Q
J
9
10
J
Q
J
A
10
7
8
A
Q
9
7
J
7
10
A
A
9
7
9
9
7
7
8
Q
8
10
8
K
7
10
9
9
J
8
A
8
10
9
Q
K
10
A
8
8
J
A
10
K
10
9
K
A
10
7
J
9
10
A
9
A
A
J
10
Q
9
Q
9
10
10
A
J
10
9
8
8
9
7
K
A
A
J
10
9
K
10
8
K
8
J
J
A
J
J
K
8
10
10
9
7
10
8
8
Q
K
9
Q
7
J
A
10
Q
9
A
Q
8
8
J
8
Q
J
9
Q
K
9
Q
8
Q
9
